episode: 0, score: 10, average score: 10.0, best score: -inf, epsilon: 0.98, steps: 1756
episode: 41, score: 40, average score: 1.4, best score: 60.00, epsilon: 0.22, steps: 77963
episode: 42, score: -90, average score: -0.7, best score: 60.00, epsilon: 0.21, steps: 79347
episode: 43, score: 20, average score: -0.2, best score: 60.00, epsilon: 0.19, steps: 81336
episode: 44, score: 20, average score: 0.2, best score: 60.00, epsilon: 0.17, steps: 83349
episode: 45, score: -120, average score: -2.4, best score: 60.00, epsilon: 0.16, steps: 84471
episode: 46, score: 20, average score: -1.9, best score: 60.00, epsilon: 0.14, steps: 86339
episode: 47, score: 90, average score: 0.0, best score: 60.00, epsilon: 0.11, steps: 88779
episode: 48, score: -60, average score: -1.2, best score: 60.00, epsilon: 0.10, steps: 90727
episode: 49, score: -70, average score: -2.6, best score: 60.00, epsilon: 0.10, steps: 91817
episode: 50, score: -100, average score: -4.5, best score: 60.00, epsilon: 0.10, steps: 92619
episode: 51, score: -130, average score: -6.9, best score: 60.00, epsilon: 0.10, steps: 93455
episode: 52, score: -60, average score: -7.9, best score: 60.00, epsilon: 0.10, steps: 94905
episode: 53, score: 10, average score: -7.6, best score: 60.00, epsilon: 0.10, steps: 96737
episode: 54, score: -40, average score: -8.2, best score: 60.00, epsilon: 0.10, steps: 98639
episode: 55, score: -40, average score: -8.8, best score: 60.00, epsilon: 0.10, steps: 100365
episode: 56, score: -40, average score: -9.3, best score: 60.00, epsilon: 0.10, steps: 101979
episode: 57, score: -60, average score: -10.2, best score: 60.00, epsilon: 0.10, steps: 104096
episode: 58, score: -60, average score: -11.0, best score: 60.00, epsilon: 0.10, steps: 105640
episode: 59, score: -40, average score: -11.5, best score: 60.00, epsilon: 0.10, steps: 107987
episode: 60, score: -20, average score: -11.6, best score: 60.00, epsilon: 0.10, steps: 109601
episode: 61, score: -100, average score: -13.1, best score: 60.00, epsilon: 0.10, steps: 111805
episode: 62, score: -70, average score: -14.0, best score: 60.00, epsilon: 0.10, steps: 113569
episode: 63, score: -60, average score: -14.7, best score: 60.00, epsilon: 0.10, steps: 114742
episode: 64, score: -20, average score: -14.8, best score: 60.00, epsilon: 0.10, steps: 116736
episode: 65, score: -20, average score: -14.8, best score: 60.00, epsilon: 0.10, steps: 118491
episode: 66, score: -90, average score: -16.0, best score: 60.00, epsilon: 0.10, steps: 120676
episode: 67, score: -100, average score: -17.2, best score: 60.00, epsilon: 0.10, steps: 122234
episode: 68, score: 10, average score: -16.8, best score: 60.00, epsilon: 0.10, steps: 124699
episode: 69, score: -100, average score: -18.0, best score: 60.00, epsilon: 0.10, steps: 126575
episode: 70, score: -100, average score: -19.2, best score: 60.00, epsilon: 0.10, steps: 127777
episode: 71, score: -110, average score: -20.4, best score: 60.00, epsilon: 0.10, steps: 129051
episode: 72, score: 90, average score: -18.9, best score: 60.00, epsilon: 0.10, steps: 131835
episode: 73, score: -10, average score: -18.8, best score: 60.00, epsilon: 0.10, steps: 133551
episode: 74, score: -100, average score: -19.9, best score: 60.00, epsilon: 0.10, steps: 134710
episode: 75, score: -30, average score: -20.0, best score: 60.00, epsilon: 0.10, steps: 136615
episode: 76, score: 30, average score: -19.4, best score: 60.00, epsilon: 0.10, steps: 138822
episode: 77, score: -40, average score: -19.6, best score: 60.00, epsilon: 0.10, steps: 140654
episode: 78, score: -40, average score: -19.9, best score: 60.00, epsilon: 0.10, steps: 142332
episode: 79, score: 120, average score: -18.1, best score: 60.00, epsilon: 0.10, steps: 145224
episode: 80, score: -40, average score: -18.4, best score: 60.00, epsilon: 0.10, steps: 147079
episode: 81, score: -80, average score: -19.1, best score: 60.00, epsilon: 0.10, steps: 148576
episode: 82, score: 30, average score: -18.6, best score: 60.00, epsilon: 0.10, steps: 150469
episode: 83, score: -10, average score: -18.5, best score: 60.00, epsilon: 0.10, steps: 152767
episode: 84, score: 0, average score: -18.2, best score: 60.00, epsilon: 0.10, steps: 154216
episode: 85, score: -100, average score: -19.2, best score: 60.00, epsilon: 0.10, steps: 155980
episode: 86, score: 80, average score: -18.0, best score: 60.00, epsilon: 0.10, steps: 158453
episode: 87, score: -20, average score: -18.1, best score: 60.00, epsilon: 0.10, steps: 160485
episode: 88, score: 70, average score: -17.1, best score: 60.00, epsilon: 0.10, steps: 162582
episode: 89, score: -90, average score: -17.9, best score: 60.00, epsilon: 0.10, steps: 164576
episode: 90, score: 50, average score: -17.1, best score: 60.00, epsilon: 0.10, steps: 166547
episode: 91, score: 90, average score: -16.0, best score: 60.00, epsilon: 0.10, steps: 168886
episode: 92, score: 10, average score: -15.7, best score: 60.00, epsilon: 0.10, steps: 170965
episode: 93, score: -90, average score: -16.5, best score: 60.00, epsilon: 0.10, steps: 172472
episode: 94, score: -10, average score: -16.4, best score: 60.00, epsilon: 0.10, steps: 174496
episode: 95, score: 20, average score: -16.0, best score: 60.00, epsilon: 0.10, steps: 176462
episode: 96, score: 50, average score: -15.4, best score: 60.00, epsilon: 0.10, steps: 178504
episode: 97, score: -40, average score: -15.6, best score: 60.00, epsilon: 0.10, steps: 179907
episode: 98, score: -80, average score: -16.3, best score: 60.00, epsilon: 0.10, steps: 181334
episode: 99, score: 0, average score: -16.1, best score: 60.00, epsilon: 0.10, steps: 183194
episode: 100, score: 30, average score: -15.9, best score: 60.00, epsilon: 0.10, steps: 185224
episode: 101, score: 130, average score: -15.7, best score: 60.00, epsilon: 0.10, steps: 188474
episode: 102, score: -70, average score: -15.7, best score: 60.00, epsilon: 0.10, steps: 190552
episode: 103, score: 100, average score: -15.1, best score: 60.00, epsilon: 0.10, steps: 192714
episode: 104, score: 220, average score: -12.5, best score: 60.00, epsilon: 0.10, steps: 195423
episode: 105, score: 20, average score: -12.1, best score: 60.00, epsilon: 0.10, steps: 197141
episode: 106, score: 70, average score: -11.3, best score: 60.00, epsilon: 0.10, steps: 200181
episode: 107, score: -60, average score: -11.6, best score: 60.00, epsilon: 0.10, steps: 201823
episode: 108, score: 60, average score: -10.8, best score: 60.00, epsilon: 0.10, steps: 203979
episode: 109, score: -40, average score: -10.3, best score: 60.00, epsilon: 0.10, steps: 205464
episode: 110, score: 170, average score: -9.5, best score: 60.00, epsilon: 0.10, steps: 208256
episode: 111, score: -20, average score: -10.4, best score: 60.00, epsilon: 0.10, steps: 210312
episode: 112, score: -100, average score: -10.9, best score: 60.00, epsilon: 0.10, steps: 211809
episode: 113, score: -70, average score: -11.4, best score: 60.00, epsilon: 0.10, steps: 213914
episode: 114, score: -150, average score: -12.7, best score: 60.00, epsilon: 0.10, steps: 215327
episode: 115, score: -50, average score: -13.6, best score: 60.00, epsilon: 0.10, steps: 217223
episode: 116, score: 30, average score: -13.7, best score: 60.00, epsilon: 0.10, steps: 219108
episode: 117, score: 0, average score: -14.3, best score: 60.00, epsilon: 0.10, steps: 220530
episode: 118, score: 40, average score: -13.5, best score: 60.00, epsilon: 0.10, steps: 223252
episode: 119, score: 10, average score: -13.0, best score: 60.00, epsilon: 0.10, steps: 224887
episode: 120, score: 60, average score: -12.4, best score: 60.00, epsilon: 0.10, steps: 227355
episode: 121, score: -110, average score: -13.1, best score: 60.00, epsilon: 0.10, steps: 228587
episode: 122, score: -10, average score: -13.8, best score: 60.00, epsilon: 0.10, steps: 230563
episode: 123, score: 280, average score: -12.7, best score: 60.00, epsilon: 0.10, steps: 234777
episode: 124, score: -110, average score: -13.5, best score: 60.00, epsilon: 0.10, steps: 236341
episode: 125, score: 0, average score: -13.2, best score: 60.00, epsilon: 0.10, steps: 238678
episode: 126, score: -30, average score: -13.9, best score: 60.00, epsilon: 0.10, steps: 240095
episode: 127, score: -60, average score: -14.6, best score: 60.00, epsilon: 0.10, steps: 242320
episode: 128, score: -20, average score: -14.6, best score: 60.00, epsilon: 0.10, steps: 243935
episode: 129, score: -40, average score: -15.2, best score: 60.00, epsilon: 0.10, steps: 245287
episode: 130, score: 0, average score: -14.6, best score: 60.00, epsilon: 0.10, steps: 247432
episode: 131, score: 90, average score: -13.8, best score: 60.00, epsilon: 0.10, steps: 249729
episode: 132, score: -40, average score: -13.9, best score: 60.00, epsilon: 0.10, steps: 251465
episode: 133, score: -40, average score: -14.3, best score: 60.00, epsilon: 0.10, steps: 253173
episode: 134, score: 180, average score: -13.5, best score: 60.00, epsilon: 0.10, steps: 255867
episode: 135, score: 60, average score: -12.7, best score: 60.00, epsilon: 0.10, steps: 258266
episode: 136, score: 110, average score: -11.1, best score: 60.00, epsilon: 0.10, steps: 260357
episode: 137, score: -70, average score: -11.3, best score: 60.00, epsilon: 0.10, steps: 262405
episode: 138, score: 60, average score: -10.8, best score: 60.00, epsilon: 0.10, steps: 264112
episode: 139, score: -10, average score: -10.7, best score: 60.00, epsilon: 0.10, steps: 265477
episode: 140, score: -40, average score: -10.5, best score: 60.00, epsilon: 0.10, steps: 267289
episode: 141, score: -50, average score: -11.4, best score: 60.00, epsilon: 0.10, steps: 269077
episode: 142, score: 40, average score: -10.1, best score: 60.00, epsilon: 0.10, steps: 271777
episode: 143, score: 100, average score: -9.3, best score: 60.00, epsilon: 0.10, steps: 274266
episode: 144, score: 100, average score: -8.5, best score: 60.00, epsilon: 0.10, steps: 276542
episode: 145, score: 20, average score: -7.1, best score: 60.00, epsilon: 0.10, steps: 278427
episode: 146, score: 50, average score: -6.8, best score: 60.00, epsilon: 0.10, steps: 280359
episode: 147, score: -40, average score: -8.1, best score: 60.00, epsilon: 0.10, steps: 282547
episode: 148, score: -20, average score: -7.7, best score: 60.00, epsilon: 0.10, steps: 284661
episode: 149, score: 50, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 286884
episode: 150, score: -50, average score: -6.0, best score: 60.00, epsilon: 0.10, steps: 289000
episode: 151, score: -10, average score: -4.8, best score: 60.00, epsilon: 0.10, steps: 290547
episode: 152, score: -40, average score: -4.6, best score: 60.00, epsilon: 0.10, steps: 292355
episode: 153, score: -60, average score: -5.3, best score: 60.00, epsilon: 0.10, steps: 293730
episode: 154, score: 130, average score: -3.6, best score: 60.00, epsilon: 0.10, steps: 296136
episode: 155, score: -70, average score: -3.9, best score: 60.00, epsilon: 0.10, steps: 297711
episode: 156, score: 0, average score: -3.5, best score: 60.00, epsilon: 0.10, steps: 300198
episode: 157, score: -60, average score: -3.5, best score: 60.00, epsilon: 0.10, steps: 301668
episode: 158, score: -100, average score: -3.9, best score: 60.00, epsilon: 0.10, steps: 302830
episode: 159, score: 150, average score: -2.0, best score: 60.00, epsilon: 0.10, steps: 305913
episode: 160, score: -90, average score: -2.7, best score: 60.00, epsilon: 0.10, steps: 307165
episode: 161, score: 10, average score: -1.6, best score: 60.00, epsilon: 0.10, steps: 308537
episode: 162, score: 50, average score: -0.4, best score: 60.00, epsilon: 0.10, steps: 310233
episode: 163, score: -40, average score: -0.2, best score: 60.00, epsilon: 0.10, steps: 312260
episode: 164, score: -10, average score: -0.1, best score: 60.00, epsilon: 0.10, steps: 314766
episode: 165, score: -40, average score: -0.3, best score: 60.00, epsilon: 0.10, steps: 316676
episode: 166, score: 50, average score: 1.1, best score: 60.00, epsilon: 0.10, steps: 319131
episode: 167, score: -10, average score: 2.0, best score: 60.00, epsilon: 0.10, steps: 321020
episode: 168, score: -50, average score: 1.4, best score: 60.00, epsilon: 0.10, steps: 322887
episode: 169, score: -90, average score: 1.5, best score: 60.00, epsilon: 0.10, steps: 324577
episode: 170, score: 10, average score: 2.6, best score: 60.00, epsilon: 0.10, steps: 326550
episode: 171, score: 100, average score: 4.7, best score: 60.00, epsilon: 0.10, steps: 328685
episode: 172, score: -10, average score: 3.7, best score: 60.00, epsilon: 0.10, steps: 330396
episode: 173, score: -140, average score: 2.4, best score: 60.00, epsilon: 0.10, steps: 331504
episode: 174, score: -20, average score: 3.2, best score: 60.00, epsilon: 0.10, steps: 333227
episode: 175, score: 60, average score: 4.1, best score: 60.00, epsilon: 0.10, steps: 335007
episode: 176, score: 20, average score: 4.0, best score: 60.00, epsilon: 0.10, steps: 337081
episode: 177, score: 40, average score: 4.8, best score: 60.00, epsilon: 0.10, steps: 338906
episode: 178, score: -40, average score: 4.8, best score: 60.00, epsilon: 0.10, steps: 340325
episode: 179, score: 70, average score: 4.3, best score: 60.00, epsilon: 0.10, steps: 342191
episode: 180, score: -60, average score: 4.1, best score: 60.00, epsilon: 0.10, steps: 343836
episode: 181, score: 50, average score: 5.4, best score: 60.00, epsilon: 0.10, steps: 346012
episode: 182, score: -70, average score: 4.4, best score: 60.00, epsilon: 0.10, steps: 347291
episode: 183, score: -20, average score: 4.3, best score: 60.00, epsilon: 0.10, steps: 348803
episode: 184, score: 80, average score: 5.1, best score: 60.00, epsilon: 0.10, steps: 350965
episode: 185, score: 20, average score: 6.3, best score: 60.00, epsilon: 0.10, steps: 353529
episode: 186, score: -20, average score: 5.3, best score: 60.00, epsilon: 0.10, steps: 355279
episode: 187, score: -30, average score: 5.2, best score: 60.00, epsilon: 0.10, steps: 356835
episode: 188, score: -100, average score: 3.5, best score: 60.00, epsilon: 0.10, steps: 357813
episode: 189, score: 10, average score: 4.5, best score: 60.00, epsilon: 0.10, steps: 361059
episode: 190, score: 90, average score: 4.9, best score: 60.00, epsilon: 0.10, steps: 363585
episode: 191, score: -130, average score: 2.7, best score: 60.00, epsilon: 0.10, steps: 365098
episode: 192, score: -120, average score: 1.4, best score: 60.00, epsilon: 0.10, steps: 366338
episode: 193, score: -20, average score: 2.1, best score: 60.00, epsilon: 0.10, steps: 367775
episode: 194, score: -10, average score: 2.1, best score: 60.00, epsilon: 0.10, steps: 369726
episode: 195, score: 60, average score: 2.5, best score: 60.00, epsilon: 0.10, steps: 372352
episode: 196, score: -50, average score: 1.5, best score: 60.00, epsilon: 0.10, steps: 374088
episode: 197, score: 30, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 376020
episode: 198, score: 30, average score: 3.3, best score: 60.00, epsilon: 0.10, steps: 378471
episode: 199, score: -50, average score: 2.8, best score: 60.00, epsilon: 0.10, steps: 379802
episode: 200, score: -80, average score: 1.7, best score: 60.00, epsilon: 0.10, steps: 381568
episode: 201, score: 10, average score: 0.5, best score: 60.00, epsilon: 0.10, steps: 383777
episode: 202, score: -30, average score: 0.9, best score: 60.00, epsilon: 0.10, steps: 385425
episode: 203, score: 100, average score: 0.9, best score: 60.00, epsilon: 0.10, steps: 388038
episode: 204, score: -100, average score: -2.3, best score: 60.00, epsilon: 0.10, steps: 389623
episode: 205, score: -10, average score: -2.6, best score: 60.00, epsilon: 0.10, steps: 391029
episode: 206, score: -100, average score: -4.3, best score: 60.00, epsilon: 0.10, steps: 392288
episode: 207, score: 0, average score: -3.7, best score: 60.00, epsilon: 0.10, steps: 394686
episode: 208, score: 0, average score: -4.3, best score: 60.00, epsilon: 0.10, steps: 396634
episode: 209, score: 50, average score: -3.4, best score: 60.00, epsilon: 0.10, steps: 398589
episode: 210, score: 30, average score: -4.8, best score: 60.00, epsilon: 0.10, steps: 400787
episode: 211, score: -30, average score: -4.9, best score: 60.00, epsilon: 0.10, steps: 402385
episode: 212, score: -60, average score: -4.5, best score: 60.00, epsilon: 0.10, steps: 404371
episode: 213, score: 130, average score: -2.5, best score: 60.00, epsilon: 0.10, steps: 406789
episode: 214, score: -70, average score: -1.7, best score: 60.00, epsilon: 0.10, steps: 408294
episode: 215, score: -10, average score: -1.3, best score: 60.00, epsilon: 0.10, steps: 409936
episode: 216, score: -10, average score: -1.7, best score: 60.00, epsilon: 0.10, steps: 412028
episode: 217, score: -10, average score: -1.8, best score: 60.00, epsilon: 0.10, steps: 413900
episode: 218, score: 0, average score: -2.2, best score: 60.00, epsilon: 0.10, steps: 415294
episode: 219, score: -110, average score: -3.4, best score: 60.00, epsilon: 0.10, steps: 416280
episode: 220, score: 70, average score: -3.3, best score: 60.00, epsilon: 0.10, steps: 418162
episode: 221, score: -80, average score: -3.0, best score: 60.00, epsilon: 0.10, steps: 419565
episode: 222, score: 10, average score: -2.8, best score: 60.00, epsilon: 0.10, steps: 421538
episode: 223, score: -40, average score: -6.0, best score: 60.00, epsilon: 0.10, steps: 423104
episode: 224, score: 150, average score: -3.4, best score: 60.00, epsilon: 0.10, steps: 426172
episode: 225, score: 20, average score: -3.2, best score: 60.00, epsilon: 0.10, steps: 428068
episode: 226, score: 50, average score: -2.4, best score: 60.00, epsilon: 0.10, steps: 430529
episode: 227, score: 0, average score: -1.8, best score: 60.00, epsilon: 0.10, steps: 431932
episode: 228, score: 160, average score: 0.0, best score: 60.00, epsilon: 0.10, steps: 434799
episode: 229, score: 30, average score: 0.7, best score: 60.00, epsilon: 0.10, steps: 437311
episode: 230, score: 100, average score: 1.7, best score: 60.00, epsilon: 0.10, steps: 439870
episode: 231, score: 110, average score: 1.9, best score: 60.00, epsilon: 0.10, steps: 442923
episode: 232, score: 0, average score: 2.3, best score: 60.00, epsilon: 0.10, steps: 445064
episode: 233, score: 30, average score: 3.0, best score: 60.00, epsilon: 0.10, steps: 446870
episode: 234, score: -100, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 447982
episode: 235, score: 90, average score: 0.5, best score: 60.00, epsilon: 0.10, steps: 450392
episode: 236, score: -60, average score: -1.2, best score: 60.00, epsilon: 0.10, steps: 452029
episode: 237, score: 70, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 454253
episode: 238, score: 210, average score: 1.7, best score: 60.00, epsilon: 0.10, steps: 457397
episode: 239, score: 60, average score: 2.4, best score: 60.00, epsilon: 0.10, steps: 459873
episode: 240, score: -100, average score: 1.8, best score: 60.00, epsilon: 0.10, steps: 460974
episode: 241, score: 130, average score: 3.6, best score: 60.00, epsilon: 0.10, steps: 463892
episode: 242, score: -30, average score: 2.9, best score: 60.00, epsilon: 0.10, steps: 465506
episode: 243, score: 30, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 467406
episode: 244, score: -70, average score: 0.5, best score: 60.00, epsilon: 0.10, steps: 468893
episode: 245, score: -20, average score: 0.1, best score: 60.00, epsilon: 0.10, steps: 470868
episode: 246, score: -80, average score: -1.2, best score: 60.00, epsilon: 0.10, steps: 472454
episode: 247, score: -30, average score: -1.1, best score: 60.00, epsilon: 0.10, steps: 473572
episode: 248, score: -50, average score: -1.4, best score: 60.00, epsilon: 0.10, steps: 475552
episode: 249, score: 200, average score: 0.1, best score: 60.00, epsilon: 0.10, steps: 478388
episode: 250, score: 40, average score: 1.0, best score: 60.00, epsilon: 0.10, steps: 479794
episode: 251, score: 50, average score: 1.6, best score: 60.00, epsilon: 0.10, steps: 482391
episode: 252, score: -50, average score: 1.5, best score: 60.00, epsilon: 0.10, steps: 484006
episode: 253, score: 10, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 485757
episode: 254, score: -100, average score: -0.1, best score: 60.00, epsilon: 0.10, steps: 486807
episode: 255, score: -80, average score: -0.2, best score: 60.00, epsilon: 0.10, steps: 487839
episode: 256, score: -40, average score: -0.6, best score: 60.00, epsilon: 0.10, steps: 489007
episode: 257, score: 90, average score: 0.9, best score: 60.00, epsilon: 0.10, steps: 491776
episode: 258, score: -50, average score: 1.4, best score: 60.00, epsilon: 0.10, steps: 492915
episode: 259, score: -30, average score: -0.4, best score: 60.00, epsilon: 0.10, steps: 494431
episode: 260, score: 40, average score: 0.9, best score: 60.00, epsilon: 0.10, steps: 496316
episode: 261, score: 110, average score: 1.9, best score: 60.00, epsilon: 0.10, steps: 498557
episode: 262, score: 40, average score: 1.8, best score: 60.00, epsilon: 0.10, steps: 500261
episode: 263, score: -10, average score: 2.1, best score: 60.00, epsilon: 0.10, steps: 501470
episode: 264, score: -40, average score: 1.8, best score: 60.00, epsilon: 0.10, steps: 503046
episode: 265, score: 0, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 505051
episode: 266, score: 50, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 507034
episode: 267, score: 20, average score: 2.5, best score: 60.00, epsilon: 0.10, steps: 508986
episode: 268, score: -100, average score: 2.0, best score: 60.00, epsilon: 0.10, steps: 510530
episode: 269, score: -20, average score: 2.7, best score: 60.00, epsilon: 0.10, steps: 512349
episode: 270, score: 20, average score: 2.8, best score: 60.00, epsilon: 0.10, steps: 514340
episode: 271, score: 10, average score: 1.9, best score: 60.00, epsilon: 0.10, steps: 516800
episode: 272, score: -40, average score: 1.6, best score: 60.00, epsilon: 0.10, steps: 518290
episode: 273, score: -70, average score: 2.3, best score: 60.00, epsilon: 0.10, steps: 519623
episode: 274, score: 100, average score: 3.5, best score: 60.00, epsilon: 0.10, steps: 521960
episode: 275, score: -60, average score: 2.3, best score: 60.00, epsilon: 0.10, steps: 523674
episode: 276, score: 50, average score: 2.6, best score: 60.00, epsilon: 0.10, steps: 526132
episode: 277, score: -110, average score: 1.1, best score: 60.00, epsilon: 0.10, steps: 527707
episode: 278, score: -130, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 528917
episode: 279, score: -120, average score: -1.7, best score: 60.00, epsilon: 0.10, steps: 530432
episode: 280, score: -40, average score: -1.5, best score: 60.00, epsilon: 0.10, steps: 532703
episode: 281, score: -20, average score: -2.2, best score: 60.00, epsilon: 0.10, steps: 534703
episode: 282, score: -80, average score: -2.3, best score: 60.00, epsilon: 0.10, steps: 536505
episode: 283, score: 100, average score: -1.1, best score: 60.00, epsilon: 0.10, steps: 538501
episode: 284, score: -90, average score: -2.8, best score: 60.00, epsilon: 0.10, steps: 540075
episode: 285, score: 50, average score: -2.5, best score: 60.00, epsilon: 0.10, steps: 542138
episode: 286, score: -110, average score: -3.4, best score: 60.00, epsilon: 0.10, steps: 543628
episode: 287, score: -50, average score: -3.6, best score: 60.00, epsilon: 0.10, steps: 545331
episode: 288, score: 0, average score: -2.6, best score: 60.00, epsilon: 0.10, steps: 547313
episode: 289, score: -90, average score: -3.6, best score: 60.00, epsilon: 0.10, steps: 549145
episode: 290, score: -70, average score: -5.2, best score: 60.00, epsilon: 0.10, steps: 550437
episode: 291, score: 90, average score: -3.0, best score: 60.00, epsilon: 0.10, steps: 552831
episode: 292, score: 50, average score: -1.3, best score: 60.00, epsilon: 0.10, steps: 555316
episode: 293, score: -30, average score: -1.4, best score: 60.00, epsilon: 0.10, steps: 557057
episode: 294, score: -70, average score: -2.0, best score: 60.00, epsilon: 0.10, steps: 558276
episode: 295, score: 180, average score: -0.8, best score: 60.00, epsilon: 0.10, steps: 561408
episode: 296, score: -100, average score: -1.3, best score: 60.00, epsilon: 0.10, steps: 562691
episode: 297, score: 20, average score: -1.4, best score: 60.00, epsilon: 0.10, steps: 564236
episode: 298, score: -40, average score: -2.1, best score: 60.00, epsilon: 0.10, steps: 565893
episode: 299, score: 50, average score: -1.1, best score: 60.00, epsilon: 0.10, steps: 568950
episode: 300, score: -10, average score: -0.4, best score: 60.00, epsilon: 0.10, steps: 571121
episode: 301, score: 40, average score: -0.1, best score: 60.00, epsilon: 0.10, steps: 573105
episode: 302, score: -100, average score: -0.8, best score: 60.00, epsilon: 0.10, steps: 574072
episode: 303, score: 120, average score: -0.6, best score: 60.00, epsilon: 0.10, steps: 576327
episode: 304, score: 180, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 579216
episode: 305, score: 20, average score: 2.5, best score: 60.00, epsilon: 0.10, steps: 580737
episode: 306, score: 60, average score: 4.1, best score: 60.00, epsilon: 0.10, steps: 583113
episode: 307, score: 140, average score: 5.5, best score: 60.00, epsilon: 0.10, steps: 586035
episode: 308, score: 90, average score: 6.4, best score: 60.00, epsilon: 0.10, steps: 588813
episode: 309, score: -80, average score: 5.1, best score: 60.00, epsilon: 0.10, steps: 590352
episode: 310, score: 50, average score: 5.3, best score: 60.00, epsilon: 0.10, steps: 592579
episode: 311, score: 60, average score: 6.2, best score: 60.00, epsilon: 0.10, steps: 594814
episode: 312, score: 140, average score: 8.2, best score: 60.00, epsilon: 0.10, steps: 596888
episode: 313, score: 70, average score: 7.6, best score: 60.00, epsilon: 0.10, steps: 598686
episode: 314, score: -10, average score: 8.2, best score: 60.00, epsilon: 0.10, steps: 600413
episode: 315, score: 30, average score: 8.6, best score: 60.00, epsilon: 0.10, steps: 602471
episode: 316, score: -40, average score: 8.3, best score: 60.00, epsilon: 0.10, steps: 603950
